a.word,a.wordcount,d.word,d.wordcount
NULL,NULL,sceptical,4
NULL,NULL,schnell,1
NULL,NULL,scholar,1
NULL,NULL,scholomance,2
NULL,NULL,schoolboy,1
schoolchildren,1,NULL,NULL
NULL,NULL,schooling,1
NULL,NULL,schoolmistress,1
schools,4,NULL,NULL
NULL,NULL,schooner,6
NULL,NULL,science,12
NULL,NULL,scientific,1
NULL,NULL,scientist,1
NULL,NULL,scientists,2
NULL,NULL,scions,1
scold,2,NULL,NULL
scolding,4,NULL,NULL
NULL,NULL,scope,2
NULL,NULL,score,1
NULL,NULL,scores,1
NULL,NULL,scorn,1
NULL,NULL,scotland,2
NULL,NULL,scouring,1
NULL,NULL,scouted,1
NULL,NULL,scowderment,1
NULL,NULL,scowled,1
scramble,1,NULL,NULL
NULL,NULL,scrap,4
scraped,1,NULL,NULL
NULL,NULL,scraping,1
scraps,2,NULL,NULL
scratched,1,NULL,NULL
NULL,NULL,scratchin,2
scratchings,1,NULL,NULL
scratchy,1,NULL,NULL
NULL,NULL,screech,1
NULL,NULL,screeching,2
screen,1,NULL,NULL
NULL,NULL,screw,2
NULL,NULL,screwdriver,2
NULL,NULL,screwed,1
NULL,NULL,screwing,1
NULL,NULL,screws,1
NULL,NULL,scribe,1
NULL,NULL,script,1
NULL,NULL,scriptural,2
scrubbed,1,NULL,NULL
scrubbing,1,NULL,NULL
NULL,NULL,scruff,1
NULL,NULL,scrutinized,1
scrutinizingly,1,NULL,NULL
NULL,NULL,scudded,1
NULL,NULL,scudding,1
scuffle,2,NULL,NULL
scuffled,1,NULL,NULL
scufflings,1,NULL,NULL
scullery,17,NULL,NULL
NULL,NULL,scunner,1
NULL,NULL,scuppers,1
scurried,1,NULL,NULL
scurry,2,NULL,NULL
scurrying,2,NULL,NULL
scuttle,1,NULL,NULL
scuttled,3,NULL,NULL
scuttles,2,NULL,NULL
scuttling,1,NULL,NULL
NULL,NULL,scythe,1
NULL,NULL,scytheman,1
NULL,NULL,scythia,1
NULL,NULL,se,1
NULL,NULL,seabird,1
NULL,NULL,seaboards,1
NULL,NULL,seal,5
NULL,NULL,sealed,6
NULL,NULL,sealing,1
sealskin,1,NULL,NULL
NULL,NULL,seaman,1
NULL,NULL,seamanship,1
NULL,NULL,seamen,1
NULL,NULL,searchlight,6
NULL,NULL,seared,1
NULL,NULL,seasoned,1
NULL,NULL,seawall,2
NULL,NULL,seaward,1
NULL,NULL,seaweedcovered,1
NULL,NULL,seconding,1
NULL,NULL,secondly,2
secretly,2,NULL,NULL
NULL,NULL,section,2
NULL,NULL,secure,4
NULL,NULL,securely,2
NULL,NULL,seein,2
NULL,NULL,seek,19
NULL,NULL,seeking,2
NULL,NULL,seemingly,22
NULL,NULL,seize,4
NULL,NULL,seizing,1
select,7,NULL,NULL
NULL,NULL,selecting,1
NULL,NULL,selection,1
NULL,NULL,selffeeling,1
NULL,NULL,selfishness,4
NULL,NULL,sell,4
NULL,NULL,selves,1
NULL,NULL,semblance,1
NULL,NULL,semi,1
seminaries,1,NULL,NULL
seminary,18,NULL,NULL
NULL,NULL,sence,1
NULL,NULL,sending,4
NULL,NULL,sends,3
NULL,NULL,sensations,1
NULL,NULL,sensibilities,1
sensible,3,NULL,NULL
NULL,NULL,sensibly,1
NULL,NULL,sensual,1
NULL,NULL,sentence,1
sentences,1,NULL,NULL
NULL,NULL,sentience,1
NULL,NULL,sentimental,1
NULL,NULL,sentiments,1
NULL,NULL,separates,1
NULL,NULL,september,59
NULL,NULL,sequel,1
NULL,NULL,sequence,2
NULL,NULL,sere,1
NULL,NULL,sereth,6
NULL,NULL,sergeant,1
NULL,NULL,series,5
NULL,NULL,seriousness,4
NULL,NULL,sermon,1
NULL,NULL,serpentine,1
NULL,NULL,served,5
serves,2,NULL,NULL
NULL,NULL,servian,1
NULL,NULL,services,1
NULL,NULL,servile,2
ses,1,NULL,NULL
NULL,NULL,sets,2
NULL,NULL,settle,5
NULL,NULL,settling,2
NULL,NULL,seventeenth,2
NULL,NULL,seventy,1
NULL,NULL,severed,1
severity,1,NULL,NULL
NULL,NULL,seward,127
NULL,NULL,sewards,1
NULL,NULL,sex,1
NULL,NULL,sexton,4
shabbier,2,NULL,NULL
shabbiness,3,NULL,NULL
shabby,9,NULL,NULL
NULL,NULL,shadder,1
NULL,NULL,shadow,17
NULL,NULL,shadows,12
NULL,NULL,shadowy,3
NULL,NULL,shady,1
NULL,NULL,shaken,2
shaky,1,NULL,NULL
NULL,NULL,shallows,2
NULL,NULL,shame,6
NULL,NULL,shapes,5
NULL,NULL,sharing,2
NULL,NULL,sharpen,1
NULL,NULL,sharpened,1
NULL,NULL,sharper,8
NULL,NULL,shave,3
NULL,NULL,shaven,1
NULL,NULL,shaving,4
NULL,NULL,shear,1
NULL,NULL,sheath,1
NULL,NULL,sheep,4
sheepishly,1,NULL,NULL
NULL,NULL,sheepskin,1
NULL,NULL,sheepskins,1
NULL,NULL,sheer,4
NULL,NULL,sheered,1
NULL,NULL,sheet,7
shelf,1,NULL,NULL
NULL,NULL,shelter,9
NULL,NULL,sheltered,1
NULL,NULL,sheltering,2
NULL,NULL,shelves,1
NULL,NULL,shelving,1
NULL,NULL,sheppard,1
NULL,NULL,sherry,3
shetland,1,NULL,NULL
NULL,NULL,shield,1
NULL,NULL,shift,1
NULL,NULL,shifted,1
NULL,NULL,shifting,2
NULL,NULL,shifty,2
NULL,NULL,shillin,1
shillings,1,NULL,NULL
NULL,NULL,shinin,1
shiny,1,NULL,NULL
NULL,NULL,shipment,1
NULL,NULL,shipped,1
NULL,NULL,shippers,1
NULL,NULL,shipping,3
NULL,NULL,ships,3
NULL,NULL,shirts,1
NULL,NULL,shirtsleeve,1
NULL,NULL,shirtsleeves,1
NULL,NULL,shiver,2
NULL,NULL,shiverin,1
NULL,NULL,shoals,1
NULL,NULL,shocks,1
shoemaker,1,NULL,NULL
NULL,NULL,shooter,1
shops,2,NULL,NULL
NULL,NULL,shore,12
NULL,NULL,shorn,1
NULL,NULL,shortened,1
shorter,1,NULL,NULL
NULL,NULL,shorthand,11
shortness,1,NULL,NULL
NULL,NULL,shot,13
NULL,NULL,shouldering,1
NULL,NULL,shouting,1
NULL,NULL,shove,2
NULL,NULL,shovel,3
NULL,NULL,shrank,1
shrewd,3,NULL,NULL
shriek,2,NULL,NULL
NULL,NULL,shrillness,1
NULL,NULL,shrink,6
NULL,NULL,shrinking,1
NULL,NULL,shriveling,1
NULL,NULL,shrouded,1
NULL,NULL,shrouds,1
NULL,NULL,shrubbery,3
NULL,NULL,shrunk,1
NULL,NULL,shrunken,1
NULL,NULL,shudder,16
NULL,NULL,shuddered,7
NULL,NULL,shudders,1
shuffled,7,NULL,NULL
shuffling,1,NULL,NULL
NULL,NULL,shun,1
NULL,NULL,shuns,1
NULL,NULL,shuts,1
shy,4,NULL,NULL
shyly,1,NULL,NULL
NULL,NULL,shyme,1
shyness,1,NULL,NULL
NULL,NULL,sickened,1
NULL,NULL,sickens,1
NULL,NULL,sickly,1
NULL,NULL,sickness,1
NULL,NULL,sideboard,1
NULL,NULL,sided,1
NULL,NULL,sidelong,2
sideways,2,NULL,NULL
NULL,NULL,siege,1
NULL,NULL,sighing,1
NULL,NULL,sighted,1
NULL,NULL,signalled,3
NULL,NULL,signature,1
NULL,NULL,signed,3
NULL,NULL,significantly,3
silenced,1,NULL,NULL
NULL,NULL,silences,2
silentness,1,NULL,NULL
NULL,NULL,silhouettes,1
NULL,NULL,sill,5
NULL,NULL,silvery,1
NULL,NULL,similarity,1
NULL,NULL,similarly,1
NULL,NULL,simile,1
NULL,NULL,simmons,1
NULL,NULL,simoon,1
NULL,NULL,simplicity,3
NULL,NULL,simplify,1
NULL,NULL,simultaneously,3
NULL,NULL,sin,1
NULL,NULL,sincerely,1
NULL,NULL,sincerity,2
NULL,NULL,sinewy,1
sing,1,NULL,NULL
NULL,NULL,single,7
NULL,NULL,singleness,1
NULL,NULL,singly,3
singular,2,NULL,NULL
sinister,1,NULL,NULL
NULL,NULL,sink,3
NULL,NULL,sinuous,1
NULL,NULL,sirs,5
NULL,NULL,sissing,1
NULL,NULL,sisters,6
NULL,NULL,sits,4
sixpence,22,NULL,NULL
sixteen,2,NULL,NULL
NULL,NULL,sixty,1
NULL,NULL,sized,6
NULL,NULL,sizes,1
NULL,NULL,skeer,1
NULL,NULL,sketches,1
NULL,NULL,skill,1
skimming,1,NULL,NULL
skinny,1,NULL,NULL
NULL,NULL,skinsky,12
NULL,NULL,skipper,1
skipworth,3,NULL,NULL
skirt,3,NULL,NULL
skirting,3,NULL,NULL
NULL,NULL,skull,2
skylight,36,NULL,NULL
skylights,1,NULL,NULL
NULL,NULL,skywards,1
NULL,NULL,slab,2
NULL,NULL,slack,4
NULL,NULL,slacken,1
NULL,NULL,slammed,1
NULL,NULL,slang,5
slanted,1,NULL,NULL
slanting,2,NULL,NULL
slap,7,NULL,NULL
NULL,NULL,slate,1
slates,15,NULL,NULL
NULL,NULL,slaughtered,2
NULL,NULL,slav,1
NULL,NULL,slavery,1
slaves,1,NULL,NULL
NULL,NULL,slay,1
NULL,NULL,sledge,1
NULL,NULL,sleek,1
NULL,NULL,sleepless,3
NULL,NULL,sleeplessness,1
NULL,NULL,sleepwaking,1
NULL,NULL,sleepwalking,2
NULL,NULL,slep,1
NULL,NULL,slewed,1
slice,1,NULL,NULL
NULL,NULL,slid,4
sliding,2,NULL,NULL
NULL,NULL,slighted,1
slighting,1,NULL,NULL
slim,7,NULL,NULL
NULL,NULL,sling,1
NULL,NULL,slippery,1
slipping,1,NULL,NULL
slipshod,1,NULL,NULL
NULL,NULL,slit,1
NULL,NULL,slivovitz,1
NULL,NULL,slope,1
NULL,NULL,slopes,1
NULL,NULL,sloping,2
NULL,NULL,slovak,7
NULL,NULL,slovaks,14
NULL,NULL,slowness,3
NULL,NULL,slumber,1
slumbering,1,NULL,NULL
NULL,NULL,slung,1
slush,1,NULL,NULL
sly,1,NULL,NULL
smack,1,NULL,NULL
NULL,NULL,smallest,1
NULL,NULL,smart,1
smarting,1,NULL,NULL
NULL,NULL,smarts,1
NULL,NULL,smattering,1
NULL,NULL,smell,13
NULL,NULL,smelling,1
NULL,NULL,smells,4
NULL,NULL,smelt,1
NULL,NULL,smileless,1
NULL,NULL,smith,3
smitten,1,NULL,NULL
NULL,NULL,smoked,2
smoking,1,NULL,NULL
NULL,NULL,smoky,1
NULL,NULL,smollet,7
NULL,NULL,smooth,4
NULL,NULL,smoothest,1
NULL,NULL,smoothing,1
NULL,NULL,smoothness,1
NULL,NULL,smote,1
NULL,NULL,smothered,2
smudge,1,NULL,NULL
smudged,2,NULL,NULL
smudgy,2,NULL,NULL
NULL,NULL,smuts,1
smutted,1,NULL,NULL
NULL,NULL,snakelike,1
NULL,NULL,snakes,1
snappish,1,NULL,NULL
snappishly,1,NULL,NULL
NULL,NULL,snappy,1
NULL,NULL,snare,1
NULL,NULL,snarl,2
NULL,NULL,snarled,1
NULL,NULL,snatcher,1
snatching,1,NULL,NULL
NULL,NULL,snelling,3
sniffed,6,NULL,NULL
sniffing,4,NULL,NULL
sniffs,1,NULL,NULL
NULL,NULL,snod,1
NULL,NULL,snog,1
snore,1,NULL,NULL
NULL,NULL,snowfall,2
snowing,1,NULL,NULL
NULL,NULL,snows,1
NULL,NULL,snowy,5
NULL,NULL,snub,1
NULL,NULL,snuff,1
NULL,NULL,snug,1
NULL,NULL,snuggled,1
snuggling,1,NULL,NULL
soak,1,NULL,NULL
soap,2,NULL,NULL
NULL,NULL,soaped,1
NULL,NULL,sober,2
NULL,NULL,sobered,1
NULL,NULL,soberly,1
NULL,NULL,social,1
NULL,NULL,softer,1
NULL,NULL,soho,1
NULL,NULL,soil,3
NULL,NULL,sojourn,1
NULL,NULL,solder,2
NULL,NULL,soldered,1
NULL,NULL,soldering,1
NULL,NULL,sole,2
NULL,NULL,solely,1
NULL,NULL,solemnest,1
NULL,NULL,solemnity,3
NULL,NULL,solemnly,17
NULL,NULL,solicitude,1
NULL,NULL,solid,3
solitary,1,NULL,NULL
NULL,NULL,solution,1
NULL,NULL,solve,1
NULL,NULL,solved,2
somebody,3,NULL,NULL
someday,1,NULL,NULL
NULL,NULL,somethink,1
someways,1,NULL,NULL
NULL,NULL,somewheres,4
NULL,NULL,soothed,2
NULL,NULL,soothes,1
sooty,2,NULL,NULL
NULL,NULL,sophistic,1
NULL,NULL,sorely,1
NULL,NULL,sorrow,15
NULL,NULL,sorrowfully,2
NULL,NULL,sorrowin,1
NULL,NULL,sorrowing,3
NULL,NULL,sorrows,3
NULL,NULL,sorting,1
NULL,NULL,sought,8
NULL,NULL,soulless,1
NULL,NULL,souls,20
sour,1,NULL,NULL
NULL,NULL,sources,2
NULL,NULL,south,20
NULL,NULL,southeast,1
NULL,NULL,southern,1
NULL,NULL,southwest,1
NULL,NULL,sovereign,5
NULL,NULL,sovereigns,1
NULL,NULL,sowed,1
NULL,NULL,sown,2
NULL,NULL,space,7
spaces,1,NULL,NULL
NULL,NULL,spade,2
spain,1,NULL,NULL
NULL,NULL,spainiards,1
NULL,NULL,span,1
NULL,NULL,spangled,1
NULL,NULL,spanish,1
NULL,NULL,spar,1
NULL,NULL,spared,3
NULL,NULL,sparks,1
NULL,NULL,spasm,1
spasmodically,1,NULL,NULL
NULL,NULL,specialist,1
specially,1,NULL,NULL
NULL,NULL,specialty,1
NULL,NULL,specie,1
NULL,NULL,species,1
NULL,NULL,specific,1
NULL,NULL,specimen,3
specious,1,NULL,NULL
NULL,NULL,speck,3
NULL,NULL,specks,3
speculated,1,NULL,NULL
speculation,1,NULL,NULL
NULL,NULL,sped,1
speeches,1,NULL,NULL
NULL,NULL,speed,12
NULL,NULL,speer,2
NULL,NULL,spelling,3
NULL,NULL,spelt,1
NULL,NULL,spencelagh,1
NULL,NULL,sperm,1
NULL,NULL,sphinges,1
NULL,NULL,spider,6
NULL,NULL,spiders,17
NULL,NULL,spikes,1
NULL,NULL,spilt,1
NULL,NULL,spin,2
NULL,NULL,spirited,2
NULL,NULL,spiritless,1
NULL,NULL,spiritual,9
NULL,NULL,spiritually,1
spite,8,NULL,NULL
spiteful,3,NULL,NULL
spitefully,1,NULL,NULL
NULL,NULL,spitting,1
NULL,NULL,splendidly,1
splendors,2,NULL,NULL
NULL,NULL,splintered,1
splitting,1,NULL,NULL
NULL,NULL,spohr,1
spoiled,10,NULL,NULL
spoils,1,NULL,NULL
sponge,1,NULL,NULL
NULL,NULL,spontaneous,1
NULL,NULL,spontaneously,1
NULL,NULL,sprawling,2
NULL,NULL,spreading,3
NULL,NULL,springs,3
NULL,NULL,sprout,2
NULL,NULL,spruce,1
NULL,NULL,spume,1
NULL,NULL,spur,1
NULL,NULL,spurs,2
NULL,NULL,spurt,1
NULL,NULL,spurted,1
NULL,NULL,spurting,1
NULL,NULL,spyglass,1
squabble,1,NULL,NULL
NULL,NULL,squadron,1
NULL,NULL,squalls,1
squares,1,NULL,NULL
NULL,NULL,squat,1
squeak,2,NULL,NULL
squeaked,1,NULL,NULL
squeaking,1,NULL,NULL
squeakings,1,NULL,NULL
squeaks,2,NULL,NULL
squeaky,1,NULL,NULL
squeal,1,NULL,NULL
NULL,NULL,squeezed,1
squelched,1,NULL,NULL
NULL,NULL,squire,1
squires,1,NULL,NULL
squirm,1,NULL,NULL
NULL,NULL,stab,1
NULL,NULL,stabbing,1
NULL,NULL,stable,4
NULL,NULL,staff,1
NULL,NULL,stage,4
NULL,NULL,stages,1
stagger,1,NULL,NULL
staggering,1,NULL,NULL
NULL,NULL,stagnant,1
NULL,NULL,stain,1
NULL,NULL,stained,6
NULL,NULL,stainless,1
NULL,NULL,stair,5
NULL,NULL,stairway,2
NULL,NULL,staithes,1
NULL,NULL,stake,20
NULL,NULL,stalling,1
NULL,NULL,stalwart,2
NULL,NULL,stamp,4
NULL,NULL,stamping,1
NULL,NULL,stanchions,1
NULL,NULL,standard,1
standin,1,NULL,NULL
stands,3,NULL,NULL
NULL,NULL,standstill,1
NULL,NULL,star,1
NULL,NULL,stark,1
NULL,NULL,starting,12
NULL,NULL,startling,5
NULL,NULL,startlingly,2
NULL,NULL,starts,2
starve,1,NULL,NULL
starved,6,NULL,NULL
starving,6,NULL,NULL
NULL,NULL,statement,6
NULL,NULL,states,1
NULL,NULL,statesman,1
NULL,NULL,stating,3
NULL,NULL,statue,1
NULL,NULL,statues,1
NULL,NULL,stature,3
NULL,NULL,staves,2
NULL,NULL,staying,2
stays,1,NULL,NULL
NULL,NULL,ste,3
NULL,NULL,stead,1
steadfast,1,NULL,NULL
NULL,NULL,steadfastness,1
NULL,NULL,steadier,1
steadiness,1,NULL,NULL
NULL,NULL,steadying,1
NULL,NULL,steak,1
steals,1,NULL,NULL
NULL,NULL,steam,6
NULL,NULL,steamboat,1
NULL,NULL,steamers,3
NULL,NULL,steaming,2
NULL,NULL,stean,1
NULL,NULL,steans,3
NULL,NULL,steel,6
NULL,NULL,steeply,4
NULL,NULL,steeps,1
NULL,NULL,steered,2
NULL,NULL,steering,2
NULL,NULL,steersman,3
NULL,NULL,steinkoff,1
NULL,NULL,stem,2
NULL,NULL,stems,2
NULL,NULL,stench,1
NULL,NULL,stenograph,1
NULL,NULL,stenographic,1
NULL,NULL,stenography,1
NULL,NULL,stepping,5
NULL,NULL,sterilize,6
NULL,NULL,sterner,2
NULL,NULL,sternest,2
NULL,NULL,sternness,3
NULL,NULL,stertorous,7
NULL,NULL,stertorously,2
NULL,NULL,stethoscope,1
NULL,NULL,stick,2
NULL,NULL,sticks,1
sticky,1,NULL,NULL
stiffly,2,NULL,NULL
NULL,NULL,stilled,1
NULL,NULL,stimulant,1
NULL,NULL,stimulating,1
NULL,NULL,sting,3
NULL,NULL,stinted,1
NULL,NULL,stirring,3
NULL,NULL,sto,1
NULL,NULL,stock,4
stockings,6,NULL,NULL
stocks,1,NULL,NULL
stomach,2,NULL,NULL
NULL,NULL,stonework,3
NULL,NULL,stook,1
NULL,NULL,stooping,3
NULL,NULL,stoppages,1
NULL,NULL,storage,1
NULL,NULL,store,2
NULL,NULL,stores,1
NULL,NULL,storey,2
NULL,NULL,storms,2
NULL,NULL,stormy,2
NULL,NULL,storybook,1
storyteller,1,NULL,NULL
stout,4,NULL,NULL
NULL,NULL,stouter,1
stoutly,5,NULL,NULL
NULL,NULL,stowed,1
NULL,NULL,stragglers,1
NULL,NULL,straggling,2
straightened,1,NULL,NULL
NULL,NULL,straightfordwardly,1
NULL,NULL,straightway,1
NULL,NULL,strained,3
NULL,NULL,straining,1
NULL,NULL,strait,8
NULL,NULL,straits,5
NULL,NULL,strand,1
NULL,NULL,strangely,8
strapped,2,NULL,NULL
NULL,NULL,strasba,1
NULL,NULL,strasse,1
NULL,NULL,strategic,1
NULL,NULL,straw,2
NULL,NULL,stray,2
NULL,NULL,straying,2
NULL,NULL,streak,5
NULL,NULL,streamed,3
NULL,NULL,streams,2
NULL,NULL,stregoica,2
stren,1,NULL,NULL
NULL,NULL,strenghtened,1
NULL,NULL,strengthen,1
NULL,NULL,strengthened,1
NULL,NULL,strengthening,1
NULL,NULL,strenuous,1
NULL,NULL,stress,1
NULL,NULL,stretch,3
NULL,NULL,stretched,3
NULL,NULL,stretches,2
NULL,NULL,strewments,1
NULL,NULL,strewn,1
NULL,NULL,strict,4
strictness,1,NULL,NULL
NULL,NULL,strikes,2
NULL,NULL,striking,3
strikingly,1,NULL,NULL
NULL,NULL,string,1
NULL,NULL,strings,1
NULL,NULL,stripes,2
NULL,NULL,stripped,1
NULL,NULL,strive,3
NULL,NULL,striving,3
NULL,NULL,stroke,5
strokes,1,NULL,NULL
stroking,3,NULL,NULL
NULL,NULL,stroll,1
NULL,NULL,strolled,5
NULL,NULL,strongsmelling,1
strove,1,NULL,NULL
NULL,NULL,structure,1
NULL,NULL,struggle,12
NULL,NULL,struggled,4
NULL,NULL,struggles,1
NULL,NULL,strung,1
NULL,NULL,stubble,2
NULL,NULL,student,5
NULL,NULL,studied,7
NULL,NULL,studies,1
NULL,NULL,studying,1
NULL,NULL,stuff,3
NULL,NULL,stuffy,1
stumbling,1,NULL,NULL
stummick,1,NULL,NULL
stunted,2,NULL,NULL
stupefied,1,NULL,NULL
NULL,NULL,stupendous,1
stupidest,1,NULL,NULL
NULL,NULL,stupidity,1
NULL,NULL,stupidly,1
NULL,NULL,stupor,2
NULL,NULL,sturdy,1
stuttered,1,NULL,NULL
NULL,NULL,style,3
NULL,NULL,suave,1
NULL,NULL,suavity,1
NULL,NULL,sub,1
NULL,NULL,subduing,1
NULL,NULL,subjective,1
NULL,NULL,subjectively,1
NULL,NULL,subjects,2
NULL,NULL,subjucts,1
NULL,NULL,sublime,2
substantial,1,NULL,NULL
NULL,NULL,substitute,1
subt,1,NULL,NULL
NULL,NULL,subtle,5
NULL,NULL,subtly,1
NULL,NULL,suburban,1
NULL,NULL,succeed,3
NULL,NULL,succeeded,6
NULL,NULL,succeeding,1
NULL,NULL,success,3
NULL,NULL,successful,7
NULL,NULL,successfully,1
succinctly,1,NULL,NULL
NULL,NULL,succumbed,1
NULL,NULL,suck,3
NULL,NULL,sucked,2
NULL,NULL,suddenest,1
NULL,NULL,suffer,10
NULL,NULL,sufferers,1
sufferings,1,NULL,NULL
NULL,NULL,suffers,1
NULL,NULL,suffice,1
NULL,NULL,sufficient,11
sufficiently,2,NULL,NULL
NULL,NULL,suffield,1
NULL,NULL,suffocate,1
NULL,NULL,suffused,1
NULL,NULL,suffusion,2
NULL,NULL,sugar,6
NULL,NULL,suggest,2
NULL,NULL,suggesting,1
NULL,NULL,suicide,3
NULL,NULL,suitability,1
NULL,NULL,suite,1
NULL,NULL,sullen,3
NULL,NULL,sullenness,1
NULL,NULL,sulphurous,1
NULL,NULL,sultry,2
NULL,NULL,sum,1
NULL,NULL,summed,1
NULL,NULL,summertime,1
NULL,NULL,summit,3
NULL,NULL,summon,4
NULL,NULL,summoned,4
NULL,NULL,summut,1
sumptuous,1,NULL,NULL
NULL,NULL,sunburst,1
NULL,NULL,sundown,3
NULL,NULL,sung,2
NULL,NULL,sunk,3
NULL,NULL,sunlight,9
NULL,NULL,sunny,1
NULL,NULL,sunrise,27
sunrises,1,NULL,NULL
sunsets,2,NULL,NULL
NULL,NULL,sunshine,14
NULL,NULL,sunt,1
NULL,NULL,sunup,2
NULL,NULL,sup,2
NULL,NULL,super,2
superb,1,NULL,NULL
NULL,NULL,supercargo,1
NULL,NULL,superficial,1
superintend,1,NULL,NULL
NULL,NULL,superintendent,2
NULL,NULL,superiority,1
NULL,NULL,supersteetion,1
NULL,NULL,superstition,8
NULL,NULL,superstitions,2
NULL,NULL,superstitious,2
NULL,NULL,supped,2
supple,1,NULL,NULL
NULL,NULL,supplement,1
NULL,NULL,supplication,1
supplies,1,NULL,NULL
NULL,NULL,supported,1
supposing,7,NULL,NULL
NULL,NULL,supposition,1
NULL,NULL,suppressed,1
NULL,NULL,supremely,2
NULL,NULL,surer,1
NULL,NULL,surest,1
NULL,NULL,surface,2
surfeit,1,NULL,NULL
surged,1,NULL,NULL
NULL,NULL,surgeon,3
NULL,NULL,surgical,2
NULL,NULL,surging,2
NULL,NULL,surlier,1
NULL,NULL,surly,1
NULL,NULL,surmise,8
NULL,NULL,surmises,2
NULL,NULL,surrender,1
NULL,NULL,surround,1
NULL,NULL,survey,1
NULL,NULL,survive,2
NULL,NULL,survived,3
NULL,NULL,suspect,3
suspecting,1,NULL,NULL
NULL,NULL,suspicions,3
NULL,NULL,suspicious,6
NULL,NULL,suspiciously,1
NULL,NULL,sussex,1
NULL,NULL,sustaining,2
NULL,NULL,swales,6
NULL,NULL,swallow,3
NULL,NULL,swallowed,1
swam,1,NULL,NULL
NULL,NULL,swan,1
swathed,2,NULL,NULL
NULL,NULL,swayed,1
NULL,NULL,swaying,1
NULL,NULL,swear,14
NULL,NULL,swears,1
NULL,NULL,sweat,1
NULL,NULL,sweated,1
sweetened,1,NULL,NULL
NULL,NULL,sweeter,2
NULL,NULL,sweetly,13
NULL,NULL,sweetness,10
sweets,1,NULL,NULL
NULL,NULL,swell,4
NULL,NULL,swelling,1
swells,1,NULL,NULL
NULL,NULL,swiftly,3
NULL,NULL,swiftness,1
swimming,1,NULL,NULL
swindler,1,NULL,NULL
swinging,1,NULL,NULL
NULL,NULL,swings,1
NULL,NULL,swirl,1
NULL,NULL,swirled,1
NULL,NULL,swirling,3
NULL,NULL,switzerland,2
NULL,NULL,swollen,2
NULL,NULL,swoon,2
NULL,NULL,swooned,1
NULL,NULL,swooped,1
NULL,NULL,swords,1
NULL,NULL,swore,4
NULL,NULL,sworn,2
NULL,NULL,swung,4
sydney,1,NULL,NULL
NULL,NULL,symbol,2
NULL,NULL,symbolic,1
NULL,NULL,symbols,3
NULL,NULL,sympathetic,2
sympathies,1,NULL,NULL
NULL,NULL,sympathise,1
NULL,NULL,sympathize,1
sympathized,1,NULL,NULL
NULL,NULL,symptom,1
NULL,NULL,symptoms,2
NULL,NULL,system,4
NULL,NULL,systematic,1
NULL,NULL,systematically,2
NULL,NULL,szek,1
NULL,NULL,szekelys,4
NULL,NULL,szgany,12
tablecloth,2,NULL,NULL
tablet,6,NULL,NULL
NULL,NULL,tacit,1
NULL,NULL,tackled,1
tacks,1,NULL,NULL
NULL,NULL,tails,1
NULL,NULL,taint,1
NULL,NULL,tainted,2
NULL,NULL,taketh,1
NULL,NULL,talent,1
NULL,NULL,tales,2
NULL,NULL,talisman,1
NULL,NULL,talkative,1
NULL,NULL,talkin,1
NULL,NULL,tally,4
NULL,NULL,tamers,1
NULL,NULL,taming,1
NULL,NULL,tangible,1
tangled,1,NULL,NULL
tape,1,NULL,NULL
tapers,2,NULL,NULL
NULL,NULL,tapping,1
NULL,NULL,tarnished,1
tartness,1,NULL,NULL
tarts,1,NULL,NULL
NULL,NULL,tasted,1
NULL,NULL,tate,6
NULL,NULL,tattered,1
tatters,3,NULL,NULL
NULL,NULL,tax,3
teachers,1,NULL,NULL
NULL,NULL,teachings,1
teakwood,2,NULL,NULL
NULL,NULL,teaming,1
NULL,NULL,teams,1
tearful,1,NULL,NULL
NULL,NULL,tearin,1
NULL,NULL,technical,1
NULL,NULL,teeming,3
NULL,NULL,teems,1
NULL,NULL,telegram,27
NULL,NULL,telegrams,3
NULL,NULL,telegraph,7
NULL,NULL,telegraphed,2
NULL,NULL,telephoned,1
teller,1,NULL,NULL
NULL,NULL,temperament,2
tempers,1,NULL,NULL
tempestuously,1,NULL,NULL
NULL,NULL,temples,2
temporarily,1,NULL,NULL
NULL,NULL,tempt,1
NULL,NULL,tempted,1
NULL,NULL,tempting,1
NULL,NULL,tend,1
NULL,NULL,tendencies,1
tendency,1,NULL,NULL
NULL,NULL,tenderness,4
tendrils,1,NULL,NULL
tenfold,1,NULL,NULL
NULL,NULL,tennis,1
NULL,NULL,tenses,1
NULL,NULL,tension,2
NULL,NULL,tenth,1
NULL,NULL,teribly,1
NULL,NULL,terms,2
NULL,NULL,terrace,2
NULL,NULL,terrestrial,1
NULL,NULL,terrible,97
NULL,NULL,terribly,11
NULL,NULL,terriers,1
NULL,NULL,terrific,2
terrify,1,NULL,NULL
NULL,NULL,terrors,4
NULL,NULL,terry,1
NULL,NULL,test,5
NULL,NULL,testamentary,1
NULL,NULL,tested,1
NULL,NULL,testily,1
tests,1,NULL,NULL
NULL,NULL,tethered,1
NULL,NULL,tethers,1
NULL,NULL,texas,2
NULL,NULL,thames,2
NULL,NULL,thankfully,2
NULL,NULL,thankfulness,2
NULL,NULL,thatlove,1
theater,1,NULL,NULL
NULL,NULL,theatre,1
NULL,NULL,thee,1
NULL,NULL,theer,1
theirs,3,NULL,NULL
NULL,NULL,theme,2
NULL,NULL,themes,1
